stock,buy_price,n_shares,sell_price,net_gain,buy_date,sell_date
036460,36500,0,38350,0,2021-12-01,2021-12-21
036460,38900,0,37300,0,2021-12-22,2022-01-11
036460,37950,0,33450,0,2022-01-12,2022-01-27
036460,35050,0,36300,0,2022-01-28,2022-02-17
036460,35700,0,41900,0,2022-02-18,2022-03-02
036460,42150,0,38800,0,2022-03-14,2022-04-03
