,date,open,high,low,close,volume
0,1618531200000000000,24950,24950,24150,24800,150992
1,1618790400000000000,24900,24900,24200,24550,85821
2,1618876800000000000,24550,24550,24050,24150,113332
3,1618963200000000000,24150,24350,23600,23850,106660
4,1619049600000000000,23950,24350,23850,24300,94633
5,1619136000000000000,24000,24350,23950,24350,90881
6,1619395200000000000,24400,24450,24000,24150,86472
7,1619481600000000000,24350,24350,23600,24000,78785
8,1619568000000000000,23950,24650,23450,23550,117598
9,1619654400000000000,23650,23750,22800,23250,71599
10,1619740800000000000,23100,23550,23000,23300,46582
11,1620000000000000000,23300,23650,22900,22900,41941
12,1620086400000000000,22950,23150,22150,22800,58491
13,1620259200000000000,22500,23150,22400,23000,31386
14,1620345600000000000,23150,23400,22900,23250,31064
15,1620604800000000000,23200,24100,23200,23400,53905
16,1620691200000000000,23250,23350,22750,23100,57068
17,1620777600000000000,23200,23700,22500,23400,110047
18,1620864000000000000,23150,23900,22800,23700,93692
19,1620950400000000000,23850,23900,23500,23550,42693
20,1621209600000000000,23750,23750,23050,23250,52561
21,1621296000000000000,23250,23250,22900,23000,55687
22,1621468800000000000,22900,23250,22800,23050,28129
23,1621555200000000000,23050,23100,22800,23000,38167
24,1621814400000000000,23000,23000,22500,22700,35690
25,1621900800000000000,22500,23000,22500,22650,37109
26,1621987200000000000,22900,22900,22600,22750,23320
27,1622073600000000000,22750,23100,22650,22900,30628
28,1622160000000000000,22900,23100,22900,23000,26097
29,1622419200000000000,23200,23200,22900,23050,38493
30,1622505600000000000,23050,23650,23000,23300,65146
31,1622592000000000000,23250,23600,23050,23550,60223
32,1622678400000000000,23700,23700,23350,23500,25285
33,1622764800000000000,23500,23500,23150,23250,31719
34,1623024000000000000,23250,23350,22900,23100,35265
35,1623110400000000000,23100,23350,23000,23000,35546
36,1623196800000000000,23200,23500,22750,23300,92935
37,1623283200000000000,23400,23450,23200,23400,48902
38,1623369600000000000,23450,24350,23300,24050,356309
39,1623628800000000000,24000,24250,23700,24150,103635
40,1623715200000000000,24250,24250,23750,24000,54825
41,1623801600000000000,24000,24100,23800,24000,51503
42,1623888000000000000,24100,24150,23750,23950,37327
43,1623974400000000000,23750,24100,23750,24000,40931
44,1624233600000000000,23750,24350,23600,24000,58778
45,1624320000000000000,24100,24100,23800,24050,55245
46,1624406400000000000,24250,24250,23800,23800,86568
47,1624492800000000000,23800,24000,23700,24000,36137
48,1624579200000000000,24200,24200,23800,23850,32897
49,1624838400000000000,23850,23950,23550,23700,36139
50,1624924800000000000,23850,24200,23700,24050,84443
51,1625011200000000000,24200,24500,24100,24450,137006
52,1625097600000000000,24500,25000,24150,24600,171598
53,1625184000000000000,24900,24950,24350,24700,100114
54,1625443200000000000,24800,25400,24800,25100,212833
55,1625529600000000000,25200,25200,24450,24550,117056
56,1625616000000000000,24600,25100,24200,24650,84418
57,1625702400000000000,24500,24800,23750,23950,121503
58,1625788800000000000,23700,23800,23150,23400,98124
59,1626048000000000000,23800,24100,23500,23800,50288
60,1626134400000000000,23950,24400,23650,24300,59431
61,1626220800000000000,24000,24250,23900,24050,40569
62,1626307200000000000,24300,24300,24000,24250,37530
63,1626393600000000000,24200,24300,23900,24000,40787
64,1626652800000000000,23900,24250,23700,23700,34795
65,1626739200000000000,23150,23500,22900,23350,89144
