,date,open,high,low,close,volume
0,1618531200000000000,57500,57900,56600,57900,836715
1,1618790400000000000,58600,59000,57500,58100,886021
2,1618876800000000000,58000,58000,57100,57600,572117
3,1618963200000000000,57100,57200,56000,56000,814021
4,1619049600000000000,56000,57100,56000,56000,478451
5,1619136000000000000,56000,57300,55200,57300,666326
6,1619395200000000000,57700,58100,56800,57200,444375
7,1619481600000000000,57200,57200,56100,56200,495833
8,1619568000000000000,56200,56300,55000,55500,536591
9,1619654400000000000,55500,55600,53600,54600,546889
10,1619740800000000000,54400,54600,53600,54200,369371
11,1620000000000000000,54200,54300,51700,51700,844561
12,1620086400000000000,51500,53300,50200,53300,1038216
13,1620259200000000000,53300,54000,51600,52700,627027
14,1620345600000000000,52800,53500,52700,52800,371405
15,1620604800000000000,53100,54000,53100,53900,459049
16,1620691200000000000,53800,53800,53000,53000,388187
17,1620777600000000000,52400,52400,50900,50900,1153117
18,1620864000000000000,49900,50800,49350,49850,732565
19,1620950400000000000,50400,51100,50100,50400,379374
20,1621209600000000000,50800,51200,50400,50700,352529
21,1621296000000000000,50700,51300,50500,50900,353275
22,1621468800000000000,50900,51000,50200,50700,264765
23,1621555200000000000,51000,51200,50700,51000,254722
24,1621814400000000000,51000,51200,50500,50900,267655
25,1621900800000000000,51200,51300,50900,51100,265382
26,1621987200000000000,51200,52700,51100,52400,531381
27,1622073600000000000,52500,52600,51100,51300,466499
28,1622160000000000000,51800,52500,51600,52100,328488
29,1622419200000000000,52300,53400,52300,52300,304867
30,1622505600000000000,52300,52800,52300,52500,274023
31,1622592000000000000,52600,53500,52500,53400,521769
32,1622678400000000000,53900,55800,53800,55300,1232727
33,1622764800000000000,55800,56700,55400,55900,966623
34,1623024000000000000,56100,56600,55000,56200,714766
35,1623110400000000000,56500,56500,55600,55600,530755
36,1623196800000000000,55800,57000,55700,55900,760472
37,1623283200000000000,56300,56400,55300,56400,717194
38,1623369600000000000,56700,56900,55900,56600,481860
39,1623628800000000000,56600,58200,56200,57800,1104993
40,1623715200000000000,57800,58200,57100,57700,525483
41,1623801600000000000,57800,58000,56500,56800,581837
42,1623888000000000000,56400,56500,55100,55900,769155
43,1623974400000000000,56200,58800,55200,57700,1800217
44,1624233600000000000,57600,58500,56300,56700,854560
45,1624320000000000000,56800,57700,55800,56600,517545
46,1624406400000000000,55500,56400,55000,55700,890172
47,1624492800000000000,55700,56300,54600,55000,720175
48,1624579200000000000,55600,56600,55500,55800,559544
49,1624838400000000000,56000,56100,54800,55100,754215
50,1624924800000000000,56000,60800,55600,59700,6225740
51,1625011200000000000,59800,60400,57500,57800,2964777
52,1625097600000000000,58200,59100,57200,57500,1451292
53,1625184000000000000,58400,73500,58300,71600,20948559
54,1625443200000000000,76100,83400,73900,76000,20566838
55,1625529600000000000,75900,78700,74800,76100,7122622
56,1625616000000000000,76100,77000,74800,75500,1390792
57,1625702400000000000,77400,80600,77400,80300,2789350
58,1625788800000000000,82000,84500,80900,84500,2507748
59,1626048000000000000,85000,86600,78500,80000,5968805
60,1626134400000000000,79500,84700,79100,83100,5829928
61,1626220800000000000,83000,84200,80500,81200,2717127
62,1626307200000000000,81800,82300,79900,81200,2311306
63,1626393600000000000,80600,89200,79900,86500,9598026
64,1626652800000000000,85300,86000,83200,84100,2459354
65,1626739200000000000,82800,86100,82700,83900,2462459
66,1626825600000000000,85500,93100,84700,88400,9264735
67,1626912000000000000,88900,101500,88800,100200,15563864
68,1626998400000000000,101000,103000,97700,100400,5814696
69,1627257600000000000,103000,106000,94600,95000,6420527
70,1627344000000000000,96300,98700,94100,96500,3294618
71,1627430400000000000,95200,97700,93200,94000,2186365
72,1627516800000000000,94700,96200,92200,93600,2727380
73,1627603200000000000,94200,94500,88700,89100,3052848
74,1627862400000000000,89400,89800,86000,86400,2741726
75,1627948800000000000,87000,87400,81700,83400,4020105
76,1628035200000000000,83300,84600,81800,83400,3200398
77,1628121600000000000,84400,85600,83700,84200,2730707
78,1628208000000000000,83700,84400,81800,82100,2064198
79,1628467200000000000,82500,85000,82100,82600,2070554
80,1628553600000000000,81800,83900,81000,83700,1736597
81,1628640000000000000,83600,83600,80600,80800,1586145
82,1628726400000000000,80200,82900,78600,78800,2672462
83,1628812800000000000,77200,78000,73500,77200,8694843
84,1629158400000000000,76500,78300,76100,77100,2030856
85,1629244800000000000,77400,81300,77300,77800,3025686
86,1629331200000000000,78600,79800,75900,76100,1999532
87,1629417600000000000,77000,79600,76200,77600,2693377
88,1629676800000000000,78500,78700,74200,75300,1738511
89,1629763200000000000,75600,76700,74700,75900,1093879
90,1629849600000000000,76100,78100,75100,76800,1190558
91,1629936000000000000,78900,87600,78300,85400,10961957
92,1630022400000000000,85800,86200,80300,80900,4505198
93,1630281600000000000,81700,83400,81100,82000,1997342
94,1630368000000000000,80700,81600,78600,81200,1691497
95,1630454400000000000,80600,81700,79200,79900,1407963
96,1630540800000000000,81100,82500,79700,79700,1411172
97,1630627200000000000,80100,81000,79200,80500,867598
98,1630886400000000000,80800,80900,77400,77800,1254499
99,1630972800000000000,77900,78800,76400,77200,806666
100,1631059200000000000,76700,78000,73700,74300,1575458
101,1631145600000000000,74200,75500,72000,72900,1575001
102,1631232000000000000,72600,76300,72300,73800,1144431
103,1631491200000000000,74500,74800,71200,71800,994080
104,1631577600000000000,71800,73100,70200,72400,1273762
105,1631664000000000000,72700,73400,72100,72400,551256
