,date,open,high,low,close,volume
79,1628467200000000000,6520,6520,6380,6390,187999
80,1628553600000000000,6390,6500,6350,6490,171516
81,1628640000000000000,6490,6500,6370,6390,184012
82,1628726400000000000,6360,6410,6290,6310,341124
83,1628812800000000000,6290,6330,6010,6050,423590
84,1629158400000000000,6040,6070,5760,5790,370280
85,1629244800000000000,5720,5890,5720,5780,175239
86,1629331200000000000,5730,5810,5530,5530,251325
87,1629417600000000000,5540,5650,5230,5230,394819
88,1629676800000000000,5300,5400,5230,5380,157199
89,1629763200000000000,5470,5670,5440,5640,193567
90,1629849600000000000,5710,5710,5560,5620,97587
91,1629936000000000000,5690,5830,5590,5610,177534
92,1630022400000000000,5550,5640,5540,5600,78886
93,1630281600000000000,5700,5710,5610,5640,151962
94,1630368000000000000,5680,5730,5530,5620,174268
95,1630454400000000000,5620,5670,5550,5670,97377
96,1630540800000000000,5700,5700,5610,5650,117447
97,1630627200000000000,5650,5680,5620,5650,71244
98,1630886400000000000,5700,5730,5640,5680,135077
99,1630972800000000000,5710,5720,5610,5660,105803
100,1631059200000000000,5670,5670,5550,5560,121906
101,1631145600000000000,5550,5590,5430,5490,111321
102,1631232000000000000,5490,5530,5380,5480,88245
103,1631491200000000000,5460,5560,5430,5450,105850
104,1631577600000000000,5500,5550,5450,5500,92678
105,1631664000000000000,5470,5520,5450,5450,71739
106,1631750400000000000,5450,5490,5410,5420,91365
107,1631836800000000000,5450,5450,5280,5290,206681
108,1632355200000000000,5300,5360,5220,5320,135110
109,1632441600000000000,5400,5400,5300,5340,102291
110,1632700800000000000,5340,5430,5290,5410,86462
111,1632787200000000000,5410,5420,5260,5270,114045
112,1632873600000000000,5110,5230,5050,5170,185162
113,1632960000000000000,5120,5320,5100,5210,126142
114,1633046400000000000,5210,5230,5040,5070,118266
115,1633392000000000000,5020,5070,4885,4910,257094
116,1633478400000000000,4865,5150,4855,4895,206910
117,1633564800000000000,4955,5030,4915,4990,100415
118,1633651200000000000,5030,5030,4910,4970,51184
119,1633996800000000000,4970,4970,4815,4875,69431
120,1634083200000000000,4875,5030,4875,4960,68180
121,1634169600000000000,4960,5100,4960,5060,82200
122,1634256000000000000,5100,5130,4990,5080,127503
123,1634515200000000000,5080,5270,5030,5230,157712
124,1634601600000000000,5250,5300,5180,5210,146294
125,1634688000000000000,5250,5390,5210,5260,154098
126,1634774400000000000,5290,5920,5260,5670,2280237
127,1634860800000000000,5590,6270,5570,5870,3745693
128,1635120000000000000,6150,6170,5870,5930,901130
129,1635206400000000000,5940,6570,5940,6260,4702168
130,1635292800000000000,6240,6270,6050,6140,794547
131,1635379200000000000,6080,6140,5870,5890,728862
132,1635465600000000000,5890,6000,5780,5890,480845
133,1635724800000000000,5880,6660,5870,6590,6213261
134,1635811200000000000,7240,7540,6800,7060,17410768
135,1635897600000000000,7160,7200,6910,7100,3303432
136,1635984000000000000,7100,7200,6610,6750,3215317
137,1636070400000000000,6660,7150,6550,6930,3347155
138,1636329600000000000,6990,7190,6890,7150,2985017
139,1636416000000000000,7180,7680,6900,7660,7702181
140,1636502400000000000,8120,8910,7650,7830,24246901
141,1636588800000000000,7650,8270,7520,8060,7225819
142,1636675200000000000,8210,8210,7600,7660,3817832
143,1636934400000000000,7540,7830,7350,7620,2916721
144,1637020800000000000,7580,7590,7120,7340,3433448
145,1637107200000000000,7300,7640,7200,7460,3138127
146,1637193600000000000,7530,9350,7530,8620,26689133
147,1637280000000000000,8480,8690,8250,8550,4759263
148,1637539200000000000,8460,8550,7300,7490,4639678
149,1637625600000000000,7330,7610,7020,7050,2620502
150,1637712000000000000,7050,7130,6700,6950,2247842
151,1637798400000000000,6980,8300,6980,7880,16139008
152,1637884800000000000,7670,8470,7580,8040,9696307
153,1638144000000000000,7700,8350,7630,8010,5042121
154,1638230400000000000,8290,8750,7870,8090,16346494
155,1638316800000000000,8240,8350,7810,8290,3978023
156,1638403200000000000,8020,8260,7780,7780,2564854
157,1638489600000000000,7860,8400,7860,8350,5968399
158,1638748800000000000,8170,8500,8070,8360,4397119
159,1638835200000000000,8410,8440,7740,7740,2885501
160,1638921600000000000,7910,7940,7550,7550,1891447
161,1639008000000000000,7660,7890,7600,7660,1339582
162,1639094400000000000,7570,7770,7560,7730,874138
163,1639353600000000000,7700,7700,7090,7190,2452642
164,1639440000000000000,7100,7210,6990,7070,1345147
165,1639526400000000000,7110,7230,6940,7170,1378841
166,1639612800000000000,7190,7460,7170,7240,2003352
167,1639699200000000000,7150,7400,7070,7080,1016120
168,1639958400000000000,7080,7190,6950,6990,580498
169,1640044800000000000,7000,7120,6750,7070,1066096
170,1640131200000000000,7160,7410,7090,7120,1381690
171,1640217600000000000,7220,7690,7150,7180,2565334
172,1640304000000000000,7270,7470,7120,7390,1146454
173,1640563200000000000,7470,7560,7350,7370,1252121
174,1640649600000000000,7410,7930,7280,7470,3194250
175,1640736000000000000,7560,7840,7530,7680,1757505
176,1640822400000000000,7710,7920,7560,7700,1974556
177,1641168000000000000,7800,7910,7600,7600,1061948
178,1641254400000000000,7630,7640,7320,7380,977343
179,1641340800000000000,7370,7370,7110,7150,658257
180,1641427200000000000,6990,7080,6700,6750,1146522
181,1641513600000000000,6820,6960,6820,6880,577302
182,1641772800000000000,6850,6930,6690,6830,465894
183,1641859200000000000,6830,6900,6530,6570,788834
184,1641945600000000000,6690,6710,6570,6660,385229
185,1642032000000000000,6700,6700,6480,6510,558708
186,1642118400000000000,6440,6530,6200,6490,383334
187,1642377600000000000,6520,6570,6380,6450,329895
188,1642464000000000000,6470,6570,6150,6260,548070
189,1642550400000000000,6230,6360,6150,6240,533305
190,1642636800000000000,6240,6540,6230,6540,522998
191,1642723200000000000,6470,6550,6330,6400,326848
192,1642982400000000000,6270,6350,5990,6080,500106
193,1643068800000000000,6090,6160,5740,5750,834218
194,1643155200000000000,5760,6180,5760,6030,749465
195,1643241600000000000,6060,6080,5750,5800,548492
196,1643328000000000000,5820,5870,5480,5860,593129
197,1643846400000000000,5940,6230,5930,5960,650228
198,1643932800000000000,6000,6450,5900,6310,1210257
199,1644192000000000000,6340,6470,6230,6410,429932
200,1644278400000000000,6420,6510,6160,6280,437808
201,1644364800000000000,6340,6360,6250,6260,239883
202,1644451200000000000,6280,6310,6090,6090,405170
203,1644537600000000000,6040,6200,5960,6020,324835
204,1644796800000000000,5820,5980,5690,5740,387336
205,1644883200000000000,5720,5850,5510,5590,431113
206,1644969600000000000,5690,5970,5680,5900,469112
207,1645056000000000000,5920,5940,5660,5750,368282
208,1645142400000000000,5630,5890,5620,5750,313226
209,1645401600000000000,5650,5720,5550,5690,271381
210,1645488000000000000,5550,5650,5370,5430,435383
211,1645574400000000000,5500,5540,5400,5460,224739
212,1645660800000000000,5360,5500,5240,5250,339901
213,1645747200000000000,5370,5520,5360,5510,334030
214,1646006400000000000,5480,5630,5450,5590,204302
215,1646179200000000000,5560,5730,5500,5680,253411
216,1646265600000000000,5730,5820,5680,5820,272996
217,1646352000000000000,5760,5780,5590,5640,266957
218,1646611200000000000,5580,5580,5410,5500,238764
219,1646697600000000000,5390,5530,5380,5500,318273
220,1646870400000000000,5630,6100,5610,5930,941350
221,1646956800000000000,5930,6000,5850,5960,237789
222,1647216000000000000,5950,5950,5640,5700,441561
223,1647302400000000000,5600,5700,5550,5610,195298
224,1647388800000000000,5700,5730,5620,5700,210769
225,1647475200000000000,5810,6050,5770,6050,522542
226,1647561600000000000,6220,6230,6060,6100,791776
227,1647820800000000000,6150,6160,6030,6060,268342
228,1647907200000000000,6020,6240,6010,6130,653298
229,1647993600000000000,6200,6210,5980,6010,447461
230,1648080000000000000,5960,6030,5910,6010,224705
231,1648166400000000000,6060,6150,6010,6060,326485
232,1648425600000000000,6060,6060,5920,5940,262862
233,1648512000000000000,6000,6070,5930,6000,346213
234,1648598400000000000,6070,6100,5960,6020,243435
235,1648684800000000000,5960,6110,5950,6070,323553
236,1648771200000000000,6070,6070,5950,5990,239226
237,1649030400000000000,6000,6370,5930,6200,1333307
238,1649116800000000000,6260,6340,6200,6230,710669
239,1649203200000000000,6140,7150,6120,6740,10520240
240,1649289600000000000,6670,6780,6350,6450,1564607
241,1649376000000000000,6460,6670,6340,6590,2071893
242,1649635200000000000,6540,6810,6520,6620,2073858
243,1649721600000000000,6590,6600,6250,6310,835231
244,1649808000000000000,6280,6360,6220,6280,339663
245,1649894400000000000,6300,6340,6160,6200,404227
246,1649980800000000000,6160,6240,6120,6220,252489
