,date,open,high,low,close,volume
144,1637020800000000000,2775,2775,2645,2685,485980
145,1637107200000000000,2685,2695,2595,2620,317688
146,1637193600000000000,2620,2635,2545,2625,345568
147,1637280000000000000,2700,2755,2665,2675,559918
148,1637539200000000000,2675,2680,2575,2590,293595
149,1637625600000000000,2590,2620,2560,2565,180980
150,1637712000000000000,2565,2595,2505,2520,267618
151,1637798400000000000,2520,2545,2470,2475,247398
152,1637884800000000000,2480,2500,2405,2410,330750
153,1638144000000000000,2275,2380,2260,2320,407099
154,1638230400000000000,2345,2410,2150,2170,358728
155,1638316800000000000,2160,2255,2100,2230,275652
156,1638403200000000000,2220,2290,2160,2275,160863
157,1638489600000000000,2295,2345,2285,2340,103476
158,1638748800000000000,2340,2355,2280,2340,87273
159,1638835200000000000,2340,2370,2320,2365,158819
160,1638921600000000000,2370,2380,2320,2340,148285
161,1639008000000000000,2395,2460,2370,2415,259236
162,1639094400000000000,2440,2470,2390,2430,124642
163,1639353600000000000,2430,2505,2310,2500,336108
164,1639440000000000000,2490,2500,2350,2365,459432
165,1639526400000000000,2365,2400,2325,2345,138120
166,1639612800000000000,2345,2410,2345,2355,108040
167,1639699200000000000,2355,2370,2315,2355,72407
168,1639958400000000000,2320,2400,2270,2345,159028
169,1640044800000000000,2345,2500,2310,2425,570812
170,1640131200000000000,2435,2450,2385,2400,158997
171,1640217600000000000,2405,2450,2360,2370,112430
172,1640304000000000000,2370,2395,2335,2370,117372
173,1640563200000000000,2370,2470,2310,2395,190210
174,1640649600000000000,2395,2465,2345,2415,258720
175,1640736000000000000,2415,2430,2400,2425,74002
176,1640822400000000000,2425,2445,2360,2410,71319
177,1641168000000000000,2385,2440,2370,2430,129150
178,1641254400000000000,2430,2450,2390,2440,153764
179,1641340800000000000,2440,2515,2410,2505,449120
180,1641427200000000000,2470,2520,2430,2435,258575
181,1641513600000000000,2435,2500,2405,2480,157743
182,1641772800000000000,2500,2510,2280,2390,389825
183,1641859200000000000,2385,2390,2300,2330,176931
184,1641945600000000000,2330,2390,2330,2380,111411
185,1642032000000000000,2405,2450,2395,2410,172133
186,1642118400000000000,2415,2415,2310,2330,176290
187,1642377600000000000,2285,2295,2250,2260,150969
188,1642464000000000000,2240,2350,2200,2235,107379
189,1642550400000000000,2775,2905,2670,2905,11940433
190,1642636800000000000,3000,3445,2955,3130,49768787
191,1642723200000000000,3135,3170,2970,3000,9412347
192,1642982400000000000,2925,2970,2820,2900,4545849
193,1643068800000000000,2805,2840,2655,2655,4460639
194,1643155200000000000,2720,2755,2565,2595,4483202
195,1643241600000000000,2635,2640,2285,2330,3739460
196,1643328000000000000,2330,2415,2160,2370,1952057
197,1643846400000000000,2350,2430,2345,2370,1885266
198,1643932800000000000,2370,2475,2330,2430,1844464
199,1644192000000000000,2430,2455,2360,2430,897953
200,1644278400000000000,2470,2485,2350,2395,1348419
201,1644364800000000000,2435,2500,2420,2465,1442891
202,1644451200000000000,2490,2540,2420,2490,1378156
203,1644537600000000000,2495,2515,2300,2335,1838533
204,1644796800000000000,2265,2300,2185,2225,874157
205,1644883200000000000,2225,2620,2145,2150,14179430
206,1644969600000000000,2215,2285,2195,2265,1254931
207,1645056000000000000,2340,2360,2155,2255,1920843
208,1645142400000000000,2200,2290,2185,2280,792794
209,1645401600000000000,2200,2315,2195,2310,633726
210,1645488000000000000,2275,2305,2225,2245,537778
211,1645574400000000000,2245,2280,2230,2245,357453
212,1645660800000000000,2245,2255,2130,2145,681202
213,1645747200000000000,2180,2225,2170,2200,434622
214,1646006400000000000,2250,2250,2180,2240,311232
215,1646179200000000000,2230,2310,2230,2305,585324
216,1646265600000000000,2315,2355,2280,2325,537721
217,1646352000000000000,2330,2345,2280,2305,289531
218,1646611200000000000,2285,2305,2245,2305,203743
219,1646697600000000000,2260,2280,2225,2235,385257
220,1646870400000000000,2235,2300,2235,2270,289063
221,1646956800000000000,2290,2325,2275,2305,315968
222,1647216000000000000,2315,2350,2265,2290,519855
223,1647302400000000000,2290,2290,2260,2280,189345
224,1647388800000000000,2290,2340,2290,2335,419373
225,1647475200000000000,2350,2385,2330,2370,524375
226,1647561600000000000,2370,2425,2340,2395,487128
227,1647820800000000000,2440,2440,2385,2395,356864
228,1647907200000000000,2395,2405,2340,2400,346750
229,1647993600000000000,2400,2430,2375,2395,291069
230,1648080000000000000,2375,2420,2370,2415,367457
231,1648166400000000000,2430,2435,2405,2435,357213
232,1648425600000000000,2450,2480,2410,2455,371948
233,1648512000000000000,2460,2555,2430,2555,1132472
234,1648598400000000000,2530,2550,2500,2535,568505
235,1648684800000000000,2535,2600,2520,2575,512775
236,1648771200000000000,2575,2655,2530,2630,774523
237,1649030400000000000,2630,2715,2600,2710,822942
238,1649116800000000000,2745,2745,2665,2690,570972
239,1649203200000000000,2685,2715,2615,2680,699967
240,1649289600000000000,2670,2670,2575,2585,630648
241,1649376000000000000,2595,2665,2585,2620,361366
242,1649635200000000000,2630,2700,2580,2600,808849
243,1649721600000000000,2575,2590,2405,2580,592402
244,1649808000000000000,2580,2690,2530,2620,1365903
245,1649894400000000000,2645,2685,2580,2590,687355
246,1649980800000000000,2560,2605,2540,2595,314325
