,volume,normalized_value,3_reg,5_reg,10_reg,20_reg,target
17,10520240,0.6019417475722312,119.99999999999996,55.000000000000014,20.424242424242426,22.32330827067669,1
2,1104993,0.7999999999996,349.9999999999999,159.99999999999997,483.03030303030306,371.27819548872185,1
3,720175,0.2352941176469204,-499.99999999999983,-149.99999999999994,-76.969696969697,269.77443609022566,0
4,5814696,0.5094339622640548,8149.999999999996,3170.0,1321.8181818181822,1961.7293233082714,1
5,1738511,0.2444444444443901,-99.99999999999991,-20.000000000000007,-776.9696969696971,-1180.4511278195494,0
6,10961957,0.7634408602149716,749.9999999999998,-29.999999999999986,-400.0000000000001,-878.4210526315791,1
7,819126,0.06896551724135552,-1199.9999999999995,-1109.9999999999998,-878.7878787878791,-794.7368421052635,0
8,9275769,0.8923076923076236,2099.9999999999986,289.9999999999997,856.3636363636366,1600.8270676691734,1
9,579216,0.0,-1099.9999999999998,-740.0000000000002,-535.7575757575758,-664.6616541353384,0
10,1316288,0.5454545454543802,1249.9999999999998,780.0,371.51515151515156,-346.6917293233082,1
11,1219475,0.07017543859647891,399.9999999999999,-450.00000000000006,-34.54545454545453,-1213.4586466165415,0
12,865015,0.6428571428569133,-1699.9999999999998,-1140.0,-209.09090909090912,-1147.5187969924816,0
13,2654176,0.698113207547038,3349.999999999998,2260.0000000000005,-26.06060606060595,-257.14285714285717,1
14,1680504,0.7857142857140051,2599.999999999999,899.9999999999999,381.8181818181819,251.8045112781955,1
15,1504372,0.37499999999984374,-4399.999999999999,-2740.0,-1055.1515151515152,-248.64661654135344,0
